Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.995*D*D + 0.005* C*C), Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.995*J*J + 0.005* I*I), Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
13-May-26,360ONE,1077.5,1078.1, -0.00055669,  0.02183864,  0.02178410,  0.41618460,1080.1,1079.2,  0.00083360,  0.02187160,  0.02181700,  0.41681326,  0.02181700,  0.41681326
13-May-26,ABB,6305,6328.5, -0.00372027,  0.02043025,  0.02038093,  0.38937707,6324,6340.5, -0.00260571,  0.02047889,  0.02042858,  0.39028753,  0.02042858,  0.39028753
13-May-26,ABCAPITAL,344.3,341.2,  0.00904455,  0.02146868,  0.02142439,  0.40931241,345.35,342.25,  0.00901693,  0.02166073,  0.02161598,  0.41297271,  0.02161598,  0.41297271
13-May-26,ADANIENSOL,1318.2,1284.3,  0.02605335,  0.02916046,  0.02914571,  0.55682795,1322.6,1291,  0.02418238,  0.02931633,  0.02929295,  0.55964095,  0.02929295,  0.55964095
13-May-26,ADANIENT,2498.1,2405.2,  0.03789738,  0.02493165,  0.02501326,  0.47787764,2509.8,2414.4,  0.03875226,  0.02551425,  0.02559753,  0.48904022,  0.02559753,  0.48904022
13-May-26,ADANIGREEN,1366.7,1307.9,  0.04397628,  0.03047816,  0.03056051,  0.58385778,1372.5,1314,  0.04355797,  0.03064389,  0.03072200,  0.58694297,  0.03072200,  0.58694297
13-May-26,ADANIPORTS,1737.7,1688.2,  0.02889953,  0.02103598,  0.02108254,  0.40278130,1745.4,1695.6,  0.02894710,  0.02097692,  0.02102426,  0.40166793,  0.02108254,  0.40278130
13-May-26,ADANIPOWER,213.87,209.63,  0.02002428,  0.02741143,  0.02737952,  0.52308492,214.9,210.73,  0.01959511,  0.02735522,  0.02732194,  0.52198489,  0.02737952,  0.52308492
13-May-26,ALKEM,5462.5,5496.5, -0.00620497,  0.01519905,  0.01516732,  0.28977115,5478.5,5505, -0.00482543,  0.01518048,  0.01514642,  0.28937203,  0.01516732,  0.28977115
13-May-26,AMBER,8300.5,8163.5,  0.01664276,  0.02791571,  0.02787075,  0.53246985,8338,8186.5,  0.01833692,  0.02825987,  0.02821893,  0.53912194,  0.02821893,  0.53912194
13-May-26,AMBUJACEM,438.4,426.95,  0.02646483,  0.01893376,  0.01897892,  0.36259180,439.05,427.2,  0.02736101,  0.01912072,  0.01917068,  0.36625540,  0.01917068,  0.36625540
13-May-26,ANGELONE,298.15,299.15, -0.00334840,  0.02946989,  0.02939700,  0.56162893,298.75,299.95, -0.00400869,  0.02952378,  0.02945118,  0.56266403,  0.02945118,  0.56266403
13-May-26,APLAPOLLO,1891.1,1881.2,  0.00524880,  0.01908575,  0.01904170,  0.36379120,1896.8,1886.5,  0.00544500,  0.01885676,  0.01881357,  0.35943271,  0.01904170,  0.36379120
13-May-26,APOLLOHOSP,8004.5,8022.5, -0.00224621,  0.01312095,  0.01308910,  0.25006682,8045,8035,  0.00124378,  0.01288804,  0.01285602,  0.24561391,  0.01308910,  0.25006682
13-May-26,ASHOKLEY,153.21,155.96, -0.01779003,  0.02241875,  0.02239798,  0.42791277,153.84,156.07, -0.01439152,  0.02189811,  0.02186705,  0.41776943,  0.02239798,  0.42791277
13-May-26,ASIANPAINT,2617.6,2505.5,  0.04376955,  0.01533161,  0.01560332,  0.29810099,2621.6,2514.7,  0.04163131,  0.01529141,  0.01553469,  0.29678989,  0.01560332,  0.29810099
13-May-26,ASTRAL,1544,1527.6,  0.01067858,  0.01854092,  0.01851003,  0.35363368,1551.9,1532.8,  0.01238386,  0.01813768,  0.01811358,  0.34605952,  0.01851003,  0.35363368
13-May-26,AUBANK,994.8,999.6, -0.00481349,  0.01983863,  0.01979187,  0.37812309,997.6,1004, -0.00639491,  0.01916404,  0.01912141,  0.36531395,  0.01979187,  0.37812309
13-May-26,AUROPHARMA,1497.5,1488.2,  0.00622972,  0.01741327,  0.01737521,  0.33195293,1504.6,1490,  0.00975096,  0.01743349,  0.01740361,  0.33249557,  0.01740361,  0.33249557
13-May-26,AXISBANK,1255.7,1260.1, -0.00349790,  0.01572969,  0.01569217,  0.29979841,1260.7,1262.7, -0.00158516,  0.01548375,  0.01544551,  0.29508608,  0.01569217,  0.29979841
13-May-26,BAJAJ-AUTO,10262,10396.5, -0.01302146,  0.01575971,  0.01574725,  0.30085082,10312.5,10420.5, -0.01041827,  0.01576196,  0.01573977,  0.30070797,  0.01574725,  0.30085082
13-May-26,BAJAJFINSV,1728.9,1744.8, -0.00915457,  0.01560145,  0.01557601,  0.29757919,1732.7,1749.9, -0.00987776,  0.01594152,  0.01591688,  0.30409164,  0.01591688,  0.30409164
13-May-26,BAJAJHLDNG,10025,10097, -0.00715638,  0.01983453,  0.01979139,  0.37811393,10025,10118, -0.00923404,  0.01989880,  0.01985967,  0.37941848,  0.01985967,  0.37941848
