TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-05-12,2026-05-12,FO,NSE,STO,65768,,ADANIENSOL,,2026-06-30,2026-06-30,1140.00,CE,ADANIENSOL26JUN1140CE,0.00,0.00,0.00,329.55,0.00,329.55,1284.30,193.75,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,65813,,ADANIENSOL,,2026-07-28,2026-07-28,1120.00,PE,ADANIENSOL26JUL1120PE,0.00,0.00,0.00,32.30,0.00,32.30,1284.30,52.30,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,65827,,ADANIENSOL,,2026-07-28,2026-07-28,1400.00,PE,ADANIENSOL26JUL1400PE,0.00,0.00,0.00,129.45,0.00,129.45,1284.30,189.60,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,65828,,ADANIENSOL,,2026-07-28,2026-07-28,1440.00,CE,ADANIENSOL26JUL1440CE,0.00,0.00,0.00,166.05,0.00,166.05,1284.30,80.00,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,83437,,ADANIENSOL,,2026-06-30,2026-06-30,1080.00,CE,ADANIENSOL26JUN1080CE,0.00,0.00,0.00,55.15,0.00,55.15,1284.30,237.95,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,83451,,ADANIENSOL,,2026-06-30,2026-06-30,1360.00,CE,ADANIENSOL26JUN1360CE,110.00,110.00,63.00,63.00,63.00,110.00,1284.30,78.00,4725,4725,7,6882300.00,6,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,65824,,ADANIENSOL,,2026-07-28,2026-07-28,1360.00,CE,ADANIENSOL26JUL1360CE,0.00,0.00,0.00,144.30,144.30,144.30,1284.30,106.85,675,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,76460,,ADANIENSOL,,2026-05-26,2026-05-26,940.00,PE,ADANIENSOL26MAY940PE,0.00,0.00,0.00,1.00,1.00,1.00,1284.30,0.10,6750,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,83452,,ADANIENSOL,,2026-06-30,2026-06-30,1360.00,PE,ADANIENSOL26JUN1360PE,0.00,0.00,0.00,413.55,0.00,413.55,1284.30,142.10,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,58525,,ADANIENSOL,,2026-05-26,2026-05-26,1580.00,PE,ADANIENSOL26MAY1580PE,0.00,0.00,0.00,232.90,0.00,232.90,1284.30,293.95,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,41252,,ADANIENSOL,,2026-06-30,2026-06-30,1400.00,PE,ADANIENSOL26JUN1400PE,0.00,0.00,0.00,131.85,131.85,131.85,1284.30,168.25,3375,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,76414,,ADANIENSOL,,2026-05-26,2026-05-26,800.00,CE,ADANIENSOL26MAY800CE,0.00,0.00,0.00,253.00,253.00,253.00,1284.30,486.15,675,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,76451,,ADANIENSOL,,2026-05-26,2026-05-26,860.00,CE,ADANIENSOL26MAY860CE,0.00,0.00,0.00,533.95,533.95,533.95,1284.30,426.25,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,76457,,ADANIENSOL,,2026-05-26,2026-05-26,920.00,CE,ADANIENSOL26MAY920CE,0.00,0.00,0.00,478.95,478.95,478.95,1284.30,366.45,675,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,76471,,ADANIENSOL,,2026-05-26,2026-05-26,1040.00,CE,ADANIENSOL26MAY1040CE,0.00,0.00,0.00,235.00,235.00,235.00,1284.30,247.90,675,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,76485,,ADANIENSOL,,2026-05-26,2026-05-26,1120.00,CE,ADANIENSOL26MAY1120CE,208.30,208.30,186.80,186.80,186.80,213.35,1284.30,173.15,8775,0,4,3571897.50,2,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,76620,,ADANIENSOL,,2026-05-26,2026-05-26,1280.00,CE,ADANIENSOL26MAY1280CE,70.00,77.65,50.00,66.20,72.80,109.25,1284.30,66.20,81000,51300,963,872297268.75,666,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,41245,,ADANIENSOL,,2026-05-26,2026-05-26,1520.00,CE,ADANIENSOL26MAY1520CE,16.25,16.25,6.10,10.25,11.40,12.95,1284.30,10.25,127575,10800,233,240549311.25,208,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,65792,,ADANIENSOL,,2026-06-30,2026-06-30,1540.00,CE,ADANIENSOL26JUN1540CE,0.00,0.00,0.00,96.30,0.00,96.30,1284.30,31.55,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,65822,,ADANIENSOL,,2026-07-28,2026-07-28,1320.00,CE,ADANIENSOL26JUL1320CE,0.00,0.00,0.00,227.80,0.00,227.80,1284.30,122.85,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,76482,,ADANIENSOL,,2026-05-26,2026-05-26,1080.00,PE,ADANIENSOL26MAY1080PE,7.50,7.50,5.40,6.50,6.85,2.50,1284.30,6.50,22275,14850,59,43258725.00,59,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,76629,,ADANIENSOL,,2026-05-26,2026-05-26,1360.00,PE,ADANIENSOL26MAY1360PE,56.70,113.00,50.95,100.20,100.45,64.25,1284.30,100.20,191025,7425,309,300984930.00,292,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,65812,,ADANIENSOL,,2026-07-28,2026-07-28,1120.00,CE,ADANIENSOL26JUL1120CE,0.00,0.00,0.00,363.80,0.00,363.80,1284.30,231.60,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,65837,,ADANIENSOL,,2026-07-28,2026-07-28,1600.00,PE,ADANIENSOL26JUL1600PE,0.00,0.00,0.00,246.75,0.00,246.75,1284.30,337.50,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,65825,,ADANIENSOL,,2026-07-28,2026-07-28,1360.00,PE,ADANIENSOL26JUL1360PE,0.00,0.00,0.00,110.60,0.00,110.60,1284.30,164.40,0,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,65775,,ADANIENSOL,,2026-06-30,2026-06-30,1180.00,PE,ADANIENSOL26JUN1180PE,0.00,0.00,0.00,31.30,31.00,31.30,1284.30,52.80,2700,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,41250,,ADANIENSOL,,2026-05-26,2026-05-26,1560.00,PE,ADANIENSOL26MAY1560PE,0.00,0.00,0.00,224.45,224.45,224.45,1284.30,274.65,2700,0,0,0.00,0,F1,675,,,,,
2026-05-12,2026-05-12,FO,NSE,STO,38833,,ADANIENSOL,,2026-05-26,2026-05-26,1300.00,PE,ADANIENSOL26MAY1300PE,30.95,75.00,30.95,63.45,64.05,36.80,1284.30,63.45,740475,-16875,1157,1058503983.75,1015,F1,675,,,,,
