Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.995*D*D + 0.005* C*C), Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.995*J*J + 0.005* I*I), Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
22-May-26,MANKIND,2479.4,2514.2, -0.01393807,  0.01781105,  0.01779368,  0.33994786,2491,2523.4, -0.01292296,  0.01754850,  0.01752841,  0.33487986,  0.01779368,  0.33994786
22-May-26,MARICO,824.45,831.85, -0.00893564,  0.01274510,  0.01272898,  0.24318689,826.55,831.05, -0.00542955,  0.01242008,  0.01239500,  0.23680620,  0.01272898,  0.24318689
22-May-26,MARUTI,12987,13010, -0.00176944,  0.01500699,  0.01496996,  0.28600062,13012,13018, -0.00046101,  0.01490188,  0.01486475,  0.28399060,  0.01496996,  0.28600062
22-May-26,MAXHEALTH,1023.25,1091.1, -0.06420253,  0.01838144,  0.01888916,  0.36087692,1024.4,1092.8, -0.06463613,  0.01812221,  0.01864557,  0.35622302,  0.01888916,  0.36087692
22-May-26,MAZDOCK,2469.1,2454.8,  0.00580842,  0.02823643,  0.02816882,  0.53816447,2472,2458.4,  0.00551681,  0.02852287,  0.02845408,  0.54361435,  0.02845408,  0.54361435
22-May-26,MCX,3269.9,3322.8, -0.01604840,  0.02552795,  0.02548940,  0.48697424,3280.7,3331.7, -0.01542587,  0.02549728,  0.02545681,  0.48635170,  0.02548940,  0.48697424
22-May-26,MFSL,1680,1626,  0.03267078,  0.01675678,  0.01687374,  0.32237226,1682,1628.4,  0.03238562,  0.01669048,  0.01680539,  0.32106662,  0.01687374,  0.32237226
22-May-26,MIDCPNIFTY,14381.55,14351.9,  0.00206380,  0.01256362,  0.01253284,  0.23943959,14416.1,14361.4,  0.00380159,  0.01302486,  0.01299515,  0.24827206,  0.01299515,  0.24827206
22-May-26,MOTHERSON,136.18,137.01, -0.00607638,  0.02300112,  0.02294753,  0.43841204,136.39,136.93, -0.00395142,  0.02295110,  0.02289529,  0.43741391,  0.02294753,  0.43841204
22-May-26,MOTILALOFS,849.45,843.2,  0.00738490,  0.02777728,  0.02771272,  0.52945075,850.3,844.6,  0.00672609,  0.02781265,  0.02774704,  0.53010655,  0.02774704,  0.53010655
