TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-05-14,2026-05-14,FO,NSE,STO,76174,,ABCAPITAL,,2026-05-26,2026-05-26,420.00,CE,ABCAPITAL26MAY420CE,0.20,0.20,0.20,0.20,0.20,0.25,349.65,0.10,300700,-6200,2,2605240.00,2,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65739,,ABCAPITAL,,2026-07-28,2026-07-28,320.00,PE,ABCAPITAL26JUL320PE,0.00,0.00,0.00,16.60,0.00,16.60,349.65,11.25,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83376,,ABCAPITAL,,2026-06-30,2026-06-30,340.00,PE,ABCAPITAL26JUN340PE,8.90,10.60,8.90,10.25,10.25,11.65,349.65,14.50,204600,-3100,4,4339225.00,4,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65620,,ABCAPITAL,,2026-06-30,2026-06-30,375.00,CE,ABCAPITAL26JUN375CE,0.00,0.00,0.00,10.95,0.00,10.95,349.65,11.80,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83381,,ABCAPITAL,,2026-06-30,2026-06-30,370.00,CE,ABCAPITAL26JUN370CE,0.00,0.00,0.00,12.50,12.50,12.50,349.65,13.45,58900,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83373,,ABCAPITAL,,2026-06-30,2026-06-30,330.00,CE,ABCAPITAL26JUN330CE,0.00,0.00,0.00,28.50,28.50,28.50,349.65,32.95,15500,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83367,,ABCAPITAL,,2026-06-30,2026-06-30,300.00,CE,ABCAPITAL26JUN300CE,0.00,0.00,0.00,21.75,0.00,21.75,349.65,55.35,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65744,,ABCAPITAL,,2026-07-28,2026-07-28,350.00,CE,ABCAPITAL26JUL350CE,24.00,24.00,23.90,24.00,24.00,24.45,349.65,27.85,9300,9300,3,3477890.00,3,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65738,,ABCAPITAL,,2026-07-28,2026-07-28,320.00,CE,ABCAPITAL26JUL320CE,0.00,0.00,0.00,39.45,0.00,39.45,349.65,45.10,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65628,,ABCAPITAL,,2026-06-30,2026-06-30,415.00,CE,ABCAPITAL26JUN415CE,0.00,0.00,0.00,3.95,0.00,3.95,349.65,3.75,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65601,,ABCAPITAL,,2026-06-30,2026-06-30,325.00,PE,ABCAPITAL26JUN325PE,0.00,0.00,0.00,5.00,5.00,5.00,349.65,8.95,3100,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65603,,ABCAPITAL,,2026-06-30,2026-06-30,335.00,PE,ABCAPITAL26JUN335PE,12.55,13.20,8.10,8.10,8.10,13.45,349.65,12.45,27900,24800,9,9680060.00,7,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65617,,ABCAPITAL,,2026-06-30,2026-06-30,355.00,PE,ABCAPITAL26JUN355PE,0.00,0.00,0.00,30.45,0.00,30.45,349.65,21.80,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83382,,ABCAPITAL,,2026-06-30,2026-06-30,370.00,PE,ABCAPITAL26JUN370PE,0.00,0.00,0.00,27.75,27.75,27.75,349.65,30.75,15500,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65625,,ABCAPITAL,,2026-06-30,2026-06-30,395.00,PE,ABCAPITAL26JUN395PE,0.00,0.00,0.00,59.45,0.00,59.45,349.65,48.95,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65741,,ABCAPITAL,,2026-07-28,2026-07-28,330.00,PE,ABCAPITAL26JUL330PE,0.00,0.00,0.00,20.85,0.00,20.85,349.65,14.80,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65753,,ABCAPITAL,,2026-07-28,2026-07-28,380.00,PE,ABCAPITAL26JUL380PE,0.00,0.00,0.00,50.50,0.00,50.50,349.65,41.35,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76157,,ABCAPITAL,,2026-05-26,2026-05-26,390.00,PE,ABCAPITAL26MAY390PE,0.00,0.00,0.00,23.70,23.00,23.70,349.65,40.50,49600,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76072,,ABCAPITAL,,2026-05-26,2026-05-26,340.00,CE,ABCAPITAL26MAY340CE,14.00,17.95,13.15,15.40,16.30,12.25,349.65,15.40,437100,-96100,177,195359520.00,170,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83337,,ABCAPITAL,,2026-05-26,2026-05-26,365.00,CE,ABCAPITAL26MAY365CE,3.65,4.95,3.15,3.90,4.15,2.95,349.65,3.90,812200,-108500,414,473835465.00,360,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65614,,ABCAPITAL,,2026-06-30,2026-06-30,345.00,CE,ABCAPITAL26JUN345CE,21.35,21.35,21.35,21.35,21.35,21.35,349.65,24.20,3100,3100,2,2271370.00,2,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65746,,ABCAPITAL,,2026-07-28,2026-07-28,360.00,CE,ABCAPITAL26JUL360CE,20.55,20.55,20.55,20.55,20.55,20.55,349.65,23.30,3100,3100,1,1179705.00,1,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65754,,ABCAPITAL,,2026-07-28,2026-07-28,390.00,CE,ABCAPITAL26JUL390CE,0.00,0.00,0.00,11.80,0.00,11.80,349.65,13.05,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83372,,ABCAPITAL,,2026-06-30,2026-06-30,320.00,PE,ABCAPITAL26JUN320PE,0.00,0.00,0.00,36.25,0.00,36.25,349.65,7.50,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83388,,ABCAPITAL,,2026-06-30,2026-06-30,420.00,PE,ABCAPITAL26JUN420PE,0.00,0.00,0.00,121.30,0.00,121.30,349.65,70.10,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65627,,ABCAPITAL,,2026-06-30,2026-06-30,405.00,PE,ABCAPITAL26JUN405PE,0.00,0.00,0.00,67.85,0.00,67.85,349.65,57.15,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65621,,ABCAPITAL,,2026-06-30,2026-06-30,375.00,PE,ABCAPITAL26JUN375PE,0.00,0.00,0.00,43.90,0.00,43.90,349.65,34.10,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83368,,ABCAPITAL,,2026-06-30,2026-06-30,300.00,PE,ABCAPITAL26JUN300PE,1.90,1.90,1.90,1.90,1.90,2.90,349.65,3.25,341000,0,1,935890.00,1,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83332,,ABCAPITAL,,2026-05-26,2026-05-26,335.00,PE,ABCAPITAL26MAY335PE,3.20,4.35,2.30,3.25,2.65,5.05,349.65,3.25,387500,-3100,226,236887430.00,209,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65750,,ABCAPITAL,,2026-07-28,2026-07-28,370.00,CE,ABCAPITAL26JUL370CE,0.00,0.00,0.00,17.20,0.00,17.20,349.65,19.35,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76064,,ABCAPITAL,,2026-05-26,2026-05-26,300.00,CE,ABCAPITAL26MAY300CE,53.30,54.00,53.30,54.00,54.00,48.60,349.65,50.40,40300,0,2,2192630.00,2,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STF,66075,,ABCAPITAL,,2026-05-26,2026-05-26,,,ABCAPITAL26MAYFUT,347.70,355.40,346.85,351.10,352.25,345.35,349.65,351.10,42848200,2185500,3470,3780442250.00,2988,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,41180,,ABCAPITAL,,2026-05-26,2026-05-26,415.00,PE,ABCAPITAL26MAY415PE,0.00,0.00,0.00,75.70,0.00,75.70,349.65,64.70,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65757,,ABCAPITAL,,2026-07-28,2026-07-28,400.00,PE,ABCAPITAL26JUL400PE,0.00,0.00,0.00,65.65,0.00,65.65,349.65,55.75,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83329,,ABCAPITAL,,2026-05-26,2026-05-26,325.00,CE,ABCAPITAL26MAY325CE,0.00,0.00,0.00,46.90,46.90,46.90,349.65,27.35,49600,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83370,,ABCAPITAL,,2026-06-30,2026-06-30,310.00,PE,ABCAPITAL26JUN310PE,0.00,0.00,0.00,29.90,0.00,29.90,349.65,5.05,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83366,,ABCAPITAL,,2026-06-30,2026-06-30,290.00,PE,ABCAPITAL26JUN290PE,0.00,0.00,0.00,19.00,0.00,19.00,349.65,2.00,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,41178,,ABCAPITAL,,2026-05-26,2026-05-26,405.00,PE,ABCAPITAL26MAY405PE,0.00,0.00,0.00,66.75,0.00,66.75,349.65,54.85,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76147,,ABCAPITAL,,2026-05-26,2026-05-26,370.00,PE,ABCAPITAL26MAY370PE,19.70,24.35,18.40,21.20,20.05,25.00,349.65,21.20,821500,-3100,41,49629760.00,36,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83338,,ABCAPITAL,,2026-05-26,2026-05-26,365.00,PE,ABCAPITAL26MAY365PE,19.00,19.00,15.10,16.75,16.70,19.65,349.65,16.75,310000,-21700,36,42529365.00,36,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76069,,ABCAPITAL,,2026-05-26,2026-05-26,320.00,PE,ABCAPITAL26MAY320PE,1.20,1.55,0.80,1.10,0.90,1.80,349.65,1.10,1258600,-96100,305,303542235.00,267,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83328,,ABCAPITAL,,2026-05-26,2026-05-26,315.00,PE,ABCAPITAL26MAY315PE,0.90,1.05,0.70,0.80,0.80,1.20,349.65,0.80,167400,-31000,28,27412990.00,25,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76067,,ABCAPITAL,,2026-05-26,2026-05-26,310.00,PE,ABCAPITAL26MAY310PE,0.60,0.80,0.45,0.55,0.45,0.90,349.65,0.55,275900,-24800,60,57775010.00,44,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76061,,ABCAPITAL,,2026-05-26,2026-05-26,280.00,PE,ABCAPITAL26MAY280PE,0.30,0.30,0.15,0.15,0.15,0.10,349.65,0.15,71300,-6200,4,3474325.00,4,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76057,,ABCAPITAL,,2026-05-26,2026-05-26,260.00,PE,ABCAPITAL26MAY260PE,0.10,0.90,0.05,0.05,0.05,0.10,349.65,0.00,55800,18600,15,12101160.00,11,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65752,,ABCAPITAL,,2026-07-28,2026-07-28,380.00,CE,ABCAPITAL26JUL380CE,0.00,0.00,0.00,14.25,0.00,14.25,349.65,15.95,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65602,,ABCAPITAL,,2026-06-30,2026-06-30,335.00,CE,ABCAPITAL26JUN335CE,0.00,0.00,0.00,26.05,0.00,26.05,349.65,29.85,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65600,,ABCAPITAL,,2026-06-30,2026-06-30,325.00,CE,ABCAPITAL26JUN325CE,0.00,0.00,0.00,25.70,25.70,25.70,349.65,36.25,3100,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83333,,ABCAPITAL,,2026-05-26,2026-05-26,345.00,CE,ABCAPITAL26MAY345CE,11.35,14.75,10.25,12.05,13.25,9.55,349.65,12.05,620000,-89900,582,645043505.00,451,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STF,62333,,ABCAPITAL,,2026-06-30,2026-06-30,,,ABCAPITAL26JUNFUT,351.90,356.65,349.40,353.20,355.60,347.35,349.65,353.20,1202800,40300,114,124994945.00,110,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76068,,ABCAPITAL,,2026-05-26,2026-05-26,320.00,CE,ABCAPITAL26MAY320CE,0.00,0.00,0.00,28.65,28.65,28.65,349.65,31.60,43400,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83242,,ABCAPITAL,,2026-05-26,2026-05-26,305.00,CE,ABCAPITAL26MAY305CE,0.00,0.00,0.00,62.35,62.35,62.35,349.65,45.55,12400,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65759,,ABCAPITAL,,2026-07-28,2026-07-28,410.00,PE,ABCAPITAL26JUL410PE,0.00,0.00,0.00,73.75,0.00,73.75,349.65,63.60,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65734,,ABCAPITAL,,2026-07-28,2026-07-28,300.00,PE,ABCAPITAL26JUL300PE,0.00,0.00,0.00,9.80,0.00,9.80,349.65,6.05,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65626,,ABCAPITAL,,2026-06-30,2026-06-30,405.00,CE,ABCAPITAL26JUN405CE,0.00,0.00,0.00,5.15,0.00,5.15,349.65,5.10,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76075,,ABCAPITAL,,2026-05-26,2026-05-26,350.00,PE,ABCAPITAL26MAY350PE,9.70,10.65,6.35,8.55,7.35,11.75,349.65,8.55,1326800,-62000,816,905693675.00,751,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83241,,ABCAPITAL,,2026-05-26,2026-05-26,295.00,PE,ABCAPITAL26MAY295PE,0.30,0.35,0.30,0.35,0.35,0.20,349.65,0.10,89900,0,3,2746600.00,3,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76063,,ABCAPITAL,,2026-05-26,2026-05-26,290.00,PE,ABCAPITAL26MAY290PE,0.25,0.25,0.20,0.20,0.20,0.25,349.65,0.20,272800,3100,15,13494920.00,12,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83239,,ABCAPITAL,,2026-05-26,2026-05-26,285.00,PE,ABCAPITAL26MAY285PE,0.00,0.00,0.00,1.05,1.05,1.05,349.65,0.05,43400,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65742,,ABCAPITAL,,2026-07-28,2026-07-28,340.00,CE,ABCAPITAL26JUL340CE,0.00,0.00,0.00,28.90,0.00,28.90,349.65,32.95,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76156,,ABCAPITAL,,2026-05-26,2026-05-26,390.00,CE,ABCAPITAL26MAY390CE,0.80,1.10,0.75,0.85,0.90,0.70,349.65,0.85,1581000,27900,261,316250995.00,231,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83365,,ABCAPITAL,,2026-06-30,2026-06-30,290.00,CE,ABCAPITAL26JUN290CE,0.00,0.00,0.00,26.45,0.00,26.45,349.65,64.05,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83335,,ABCAPITAL,,2026-05-26,2026-05-26,355.00,CE,ABCAPITAL26MAY355CE,6.30,8.75,5.80,6.85,7.70,5.50,349.65,6.85,908300,204600,886,995750380.00,817,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83384,,ABCAPITAL,,2026-06-30,2026-06-30,380.00,PE,ABCAPITAL26JUN380PE,0.00,0.00,0.00,84.25,0.00,84.25,349.65,37.60,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65629,,ABCAPITAL,,2026-06-30,2026-06-30,415.00,PE,ABCAPITAL26JUN415PE,0.00,0.00,0.00,76.50,0.00,76.50,349.65,65.70,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76074,,ABCAPITAL,,2026-05-26,2026-05-26,350.00,CE,ABCAPITAL26MAY350CE,8.50,11.50,7.70,9.20,10.35,7.30,349.65,9.20,1844500,-176700,1456,1623182010.00,1227,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76158,,ABCAPITAL,,2026-05-26,2026-05-26,400.00,CE,ABCAPITAL26MAY400CE,0.60,0.70,0.50,0.60,0.65,0.55,349.65,0.60,3568100,40300,234,290609345.00,163,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83340,,ABCAPITAL,,2026-05-26,2026-05-26,375.00,PE,ABCAPITAL26MAY375PE,25.50,26.60,22.80,25.50,24.40,29.65,349.65,25.50,189100,-12400,18,22302330.00,18,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65598,,ABCAPITAL,,2026-06-30,2026-06-30,315.00,CE,ABCAPITAL26JUN315CE,0.00,0.00,0.00,37.60,0.00,37.60,349.65,43.40,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83330,,ABCAPITAL,,2026-05-26,2026-05-26,325.00,PE,ABCAPITAL26MAY325PE,1.70,2.20,1.15,1.60,1.25,2.50,349.65,1.60,282100,-40300,146,147780255.00,98,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65758,,ABCAPITAL,,2026-07-28,2026-07-28,410.00,CE,ABCAPITAL26JUL410CE,0.00,0.00,0.00,7.90,0.00,7.90,349.65,8.55,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65624,,ABCAPITAL,,2026-06-30,2026-06-30,395.00,CE,ABCAPITAL26JUN395CE,0.00,0.00,0.00,6.70,0.00,6.70,349.65,6.85,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65618,,ABCAPITAL,,2026-06-30,2026-06-30,365.00,CE,ABCAPITAL26JUN365CE,0.00,0.00,0.00,13.80,0.00,13.80,349.65,15.20,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83331,,ABCAPITAL,,2026-05-26,2026-05-26,335.00,CE,ABCAPITAL26MAY335CE,21.55,21.85,17.05,19.55,20.35,15.50,349.65,19.55,136400,-3100,39,42949105.00,29,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65756,,ABCAPITAL,,2026-07-28,2026-07-28,400.00,CE,ABCAPITAL26JUL400CE,0.00,0.00,0.00,9.70,0.00,9.70,349.65,10.60,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76073,,ABCAPITAL,,2026-05-26,2026-05-26,340.00,PE,ABCAPITAL26MAY340PE,5.30,5.95,3.30,4.40,3.70,6.65,349.65,4.40,793600,-164300,619,660673085.00,519,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83334,,ABCAPITAL,,2026-05-26,2026-05-26,345.00,PE,ABCAPITAL26MAY345PE,7.20,8.10,4.60,6.30,5.30,9.05,349.65,6.30,539400,-55800,441,480061970.00,431,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,35359,,ABCAPITAL,,2026-05-26,2026-05-26,395.00,PE,ABCAPITAL26MAY395PE,0.00,0.00,0.00,88.90,0.00,88.90,349.65,45.20,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65619,,ABCAPITAL,,2026-06-30,2026-06-30,365.00,PE,ABCAPITAL26JUN365PE,21.00,23.00,21.00,22.85,22.85,27.95,349.65,27.60,12400,0,3,3601735.00,3,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,35361,,ABCAPITAL,,2026-06-30,2026-06-30,390.00,PE,ABCAPITAL26JUN390PE,0.00,0.00,0.00,83.95,0.00,83.95,349.65,45.05,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83386,,ABCAPITAL,,2026-06-30,2026-06-30,400.00,PE,ABCAPITAL26JUN400PE,0.00,0.00,0.00,32.70,32.70,32.70,349.65,53.00,12400,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65749,,ABCAPITAL,,2026-07-28,2026-07-28,360.00,PE,ABCAPITAL26JUL360PE,0.00,0.00,0.00,37.10,0.00,37.10,349.65,28.95,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76062,,ABCAPITAL,,2026-05-26,2026-05-26,290.00,CE,ABCAPITAL26MAY290CE,0.00,0.00,0.00,68.05,0.00,68.05,349.65,60.25,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,35358,,ABCAPITAL,,2026-05-26,2026-05-26,395.00,CE,ABCAPITAL26MAY395CE,0.70,0.70,0.60,0.65,0.65,0.65,349.65,0.65,248000,-3100,21,25756970.00,17,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83375,,ABCAPITAL,,2026-06-30,2026-06-30,340.00,CE,ABCAPITAL26JUN340CE,0.00,0.00,0.00,20.05,20.00,20.05,349.65,26.90,18600,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,83379,,ABCAPITAL,,2026-06-30,2026-06-30,360.00,CE,ABCAPITAL26JUN360CE,13.00,13.90,12.15,13.00,13.00,11.75,349.65,13.00,37200,9300,11,12725655.00,10,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,65736,,ABCAPITAL,,2026-07-28,2026-07-28,310.00,CE,ABCAPITAL26JUL310CE,0.00,0.00,0.00,45.65,0.00,45.65,349.65,52.05,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76155,,ABCAPITAL,,2026-05-26,2026-05-26,380.00,PE,ABCAPITAL26MAY380PE,29.50,32.75,26.80,29.05,29.05,33.50,349.65,31.50,207700,0,17,21556625.00,15,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76175,,ABCAPITAL,,2026-05-26,2026-05-26,420.00,PE,ABCAPITAL26MAY420PE,0.00,0.00,0.00,75.25,75.25,75.25,349.65,69.65,9300,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76076,,ABCAPITAL,,2026-05-26,2026-05-26,360.00,CE,ABCAPITAL26MAY360CE,4.60,6.60,4.30,5.25,5.80,4.00,349.65,5.25,1308200,-229400,1065,1207134575.00,924,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,41192,,ABCAPITAL,,2026-06-30,2026-06-30,410.00,PE,ABCAPITAL26JUN410PE,0.00,0.00,0.00,73.10,0.00,73.10,349.65,61.40,0,0,0,0.00,0,F1,3100,,,,,
2026-05-14,2026-05-14,FO,NSE,STO,76070,,ABCAPITAL,,2026-05-26,2026-05-26,330.00,CE,ABCAPITAL26MAY330CE,23.50,26.20,22.35,23.85,24.30,19.35,349.65,23.85,182900,-12400,33,36312005.00,33,F1,3100,,,,,
