Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.995*D*D + 0.005* C*C), Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.995*J*J + 0.005* I*I), Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
08-May-26,360ONE,1115.1,1111.7,  0.00305371,  0.02186922,  0.02181548,  0.41678423,1124.1,1117.6,  0.00579919,  0.02189525,  0.02184425,  0.41733376,  0.02184425,  0.41733376
08-May-26,ABB,7012.5,7188, -0.02471870,  0.01939594,  0.01942612,  0.37113547,6998.5,7168, -0.02393084,  0.01936934,  0.01939478,  0.37053679,  0.01942612,  0.37113547
08-May-26,ABCAPITAL,362.95,369, -0.01653156,  0.02137190,  0.02135047,  0.40790020,364.15,370.95, -0.01850141,  0.02155619,  0.02154201,  0.41155951,  0.02154201,  0.41155951
08-May-26,ADANIENSOL,1353.6,1387.1, -0.02444753,  0.02916242,  0.02914080,  0.55673418,1360.2,1395.3, -0.02547770,  0.02931716,  0.02929928,  0.55976204,  0.02929928,  0.55976204
08-May-26,ADANIENT,2505.9,2513.6, -0.00306804,  0.02496647,  0.02490483,  0.47580607,2518.5,2526, -0.00297354,  0.02555288,  0.02548979,  0.48698178,  0.02548979,  0.48698178
08-May-26,ADANIGREEN,1355.8,1365, -0.00676274,  0.03036804,  0.03029583,  0.57880110,1362.1,1373, -0.00797050,  0.03057590,  0.03050464,  0.58279037,  0.03050464,  0.58279037
08-May-26,ADANIPORTS,1760.4,1732.8,  0.01580246,  0.02091055,  0.02088809,  0.39906641,1763.8,1741.4,  0.01278119,  0.02089983,  0.02086703,  0.39866398,  0.02088809,  0.39906641
08-May-26,ADANIPOWER,225.32,230.19, -0.02138344,  0.02725064,  0.02722450,  0.52012329,225.92,231.44, -0.02413971,  0.02720702,  0.02719251,  0.51951215,  0.02722450,  0.52012329
08-May-26,ALKEM,5585.5,5590.5, -0.00089477,  0.01525556,  0.01521744,  0.29072870,5590.5,5584,  0.00116336,  0.01521759,  0.01517956,  0.29000501,  0.01521744,  0.29072870
08-May-26,AMBER,8824.5,8842.5, -0.00203770,  0.02784516,  0.02777578,  0.53065555,8867.5,8881.5, -0.00157755,  0.02818547,  0.02811513,  0.53713874,  0.02811513,  0.53713874
08-May-26,AMBUJACEM,444.3,450.65, -0.01419098,  0.01894380,  0.01892307,  0.36152474,445.85,452, -0.01369961,  0.01911971,  0.01909635,  0.36483526,  0.01909635,  0.36483526
08-May-26,ANGELONE,326,322.6,  0.01048422,  0.02932378,  0.02925970,  0.55900583,327.2,324.2,  0.00921100,  0.02937253,  0.02930632,  0.55989648,  0.02930632,  0.55989648
08-May-26,APLAPOLLO,1948.6,1973.7, -0.01279879,  0.01903804,  0.01901202,  0.36322408,1953.5,1978.2, -0.01256470,  0.01880763,  0.01878166,  0.35882309,  0.01901202,  0.36322408
08-May-26,APOLLOHOSP,8097,7837,  0.03263751,  0.01300476,  0.01317575,  0.25172239,8113,7859,  0.03180834,  0.01277505,  0.01293997,  0.24721780,  0.01317575,  0.25172239
